,currency,avg market cap,observations,std,mean,spread std,spread mean,outlier (3std),profit,avg profit per day,corr to BTC,corr to S&P500,last timestamp
80,STORJ,11065089.946508374,358,0.8630564723689822,1.0486114400175446,0.24264725493778616,0.17678463821951884,16,0.7284465892787271,0.0020347670091584555,0.7471316005200156,0.6315723880610588,2021-07-22
81,STORM,100759796.41811846,287,0.10525936934239073,0.3931687657641454,0.05351114013775997,0.047287207565953206,14,0.4576830732292917,0.0015947145408686122,,0.2029987174929409,2021-07-22
82,STRAT,738964.2864925374,268,0.22507821081307886,0.7874820928837956,0.21215946141157013,0.09248886704868516,1,-3.1927083333333335,-0.0119130907960199,-0.8009882386110818,0.7666714592415274,2021-07-22
83,STX,6195574.27880691,637,0.5726621924107942,0.48601372325727893,0.12271274332394314,0.06952186612515762,24,0.5957916885849552,0.0009353087732887837,0.902286387848234,0.7611906419732417,2021-07-22
84,THETA,11860878.97659883,835,0.7569377321214289,0.4182228016792499,0.13731276830373865,0.05975515816193703,41,0.9753170289855071,0.0011680443460904276,0.8969803096467389,0.7910181537228004,2021-07-22
85,TRX,1302616893.5398996,1000,0.48485785721913566,0.5817992206346256,0.09184604616901808,0.057460938949712416,45,0.5598441269252181,0.0005598441269252182,0.8367740290522527,0.7251570895470032,2021-07-22
86,TUSD,8242885.957679998,1000,0.006108123518966713,1.0010206020602053,0.06611310533488932,0.007681368136813676,2,-0.022402240224022485,-2.2402240224022484e-05,-0.16213466687912104,-0.1864101008318865,2021-07-22
87,UNI,9399124.481569583,309,0.7464973285957437,1.0180488766587283,0.14102246416695696,0.13741517841336692,13,0.11556166676630586,0.0003739859765899866,0.9043048999320679,0.7599749761775791,2021-07-22
88,UTK,15317962.4517687,294,1.096462921356563,1.7540266965892877,0.31490510001423877,0.3212805167886171,10,-0.6477663230240549,-0.0022032868130069895,0.9071314303196529,0.55632473113298,2021-07-22
89,VEN,2685744.267272727,33,5454.723235833826,22723.727272727272,1408.9391479859141,2448.0909090909086,2,-31498.0,-954.4848484848485,,,2021-07-22
90,VET,1412234604.0006993,1000,0.6615180920851017,0.3792306283118857,0.14192993581531552,0.05543715367146096,40,0.8490537471612416,0.0008490537471612416,0.8323404662367717,0.7477693605774186,2021-07-22
91,WAN,2399983.5422413796,696,0.930661565731669,0.9320047466145476,0.193504854556637,0.13260767136674587,38,-0.002024291497975783,-2.908464795942217e-06,0.8846418641939441,0.7092380177390865,2021-07-22
92,WAVES,1667650.381303162,917,0.46464865574410236,0.36437383689992386,0.1072900063973843,0.0503783701416588,29,0.7897749549125698,0.0008612594928163247,0.8361865645075092,0.7994976843429342,2021-07-22
93,WTC,3219914.9613771187,472,0.9933007934358487,1.2951817987906051,0.24558901235093877,0.19540407443271443,26,0.46823811426288464,0.0009920299030993318,0.8324343510051982,0.6058251533353515,2021-07-22
94,XEM,122837540.53609951,241,1.0250025664740505,2.0883814435765427,0.30252677207586015,0.30852282756000443,10,-0.4152847873107426,-0.0017231733913308821,0.6446908748268932,-0.24840629452065638,2021-07-22
95,XLM,170028481.2204401,1000,0.6072505687018219,0.6712839684625485,0.1192669606125225,0.07219662724485328,46,-0.03140604467805508,-3.1406044678055076e-05,0.9083314952880953,0.7275978375650717,2021-07-22
96,XMR,86646.43503272944,861,0.42793039693350066,0.5987493608301362,0.07804860209746356,0.05406319020827476,34,0.7456929409971031,0.0008660777479641152,0.91407659947573,0.8470561181026919,2021-07-22
97,XRP,389124772.9605501,1000,0.4765821747984628,0.6743756383350827,0.11487042616064047,0.06904099335431968,47,0.1937740468695347,0.0001937740468695347,0.7264750116809183,0.6303741954740255,2021-07-22
98,XTZ,7383634.227425165,668,0.5345674166439696,1.1280453981926022,0.1207614541623903,0.1237471253688819,31,0.5491324657991323,0.0008220545895196591,0.7833122711360853,0.643314361019685,2021-07-22
99,XVG,221089000.10638297,47,0.2286540228212363,1.3280947775628626,0.43007424106815456,0.22086557059961312,1,-3.5244318181818177,-0.07498791102514506,0.8136735245378796,-0.6799492215866554,2021-07-22
100,XZC,124392.17208503402,294,0.24634097350569487,1.0220630695342328,0.10830353072786754,0.10372936844394992,9,-0.3494363929146538,-0.0011885591595736523,0.8397695646830142,-0.07310738608777476,2021-07-22
101,ZEC,200121.56485794147,855,0.5438458523939106,0.8305963241612425,0.12341221001730171,0.08752373178157735,31,0.3865140216363827,0.0004520631832004476,0.8501428997491083,0.7292635344259913,2021-07-22
102,ZEN,230092.1167884816,382,0.7824403142547327,0.8102599663122524,0.16513103111004765,0.12577033144670638,24,0.8743111831442465,0.0022887727307441008,0.7916394839604176,0.8434630242586546,2021-07-22
103,ZIL,246796490.015028,885,0.918458399933945,0.6844509864593777,0.1718826871902769,0.09530218421684274,45,0.6899846442586588,0.000779643665828993,0.9591586174321124,0.7913402511056153,2021-07-22
104,ZRX,8016980.019965749,876,0.7190943942094068,0.7976935796862843,0.14643781842931194,0.09723893151402334,44,0.5731343283582091,0.0006542629319157638,0.9291105417478932,0.762903910890165,2021-07-22
